<<<<<<< HEAD
,TicketID,SystemName,TicketSummary,TicketDescription,IssueType,Timestamp,Priority,Severity,OpenTime,CloseTime,Status,Assignee
121,TCKT1121,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-01-14 17:04:17,High,Critical,2025-01-14 17:04:17,,Open,Dana
122,TCKT1122,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-14 03:55:38,Medium,Critical,2025-02-14 03:55:38,2025-02-14 07:55:38,Resolved,Alice
123,TCKT1123,UserPortal,Bug issue in UserPortal,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-04 17:31:28,Critical,Major,2024-12-04 17:31:28,,In Progress,Dana
124,TCKT1124,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-28 01:30:21,Medium,Critical,2024-12-28 01:30:21,2024-12-28 03:30:21,Closed,Dana
125,TCKT1125,UserPortal,Bug issue in UserPortal,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-10 18:53:39,Critical,Critical,2025-02-10 18:53:39,,Open,Eve
126,TCKT1126,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-04 18:13:03,High,Minor,2025-02-04 18:13:03,2025-02-04 22:13:03,Resolved,Bob
127,TCKT1127,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-01 04:47:00,Critical,Minor,2025-02-01 04:47:00,,Open,Bob
128,TCKT1128,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2025-02-05 22:16:38,Low,Major,2025-02-05 22:16:38,2025-02-06 00:16:38,Resolved,Eve
129,TCKT1129,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-23 23:48:23,Medium,Major,2025-01-23 23:48:23,,Open,Charlie
130,TCKT1130,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-01 22:11:07,Critical,Major,2024-12-01 22:11:07,2024-12-02 00:11:07,Closed,Dana
131,TCKT1131,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2025-02-27 06:10:57,High,Critical,2025-02-27 06:10:57,2025-02-27 08:10:57,Resolved,Bob
132,TCKT1132,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-07 23:57:38,Medium,Major,2024-12-07 23:57:38,,Open,Charlie
133,TCKT1133,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-02-04 15:44:49,High,Minor,2025-02-04 15:44:49,2025-02-04 17:44:49,Closed,Bob
134,TCKT1134,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-21 00:59:19,Low,Major,2025-01-21 00:59:19,2025-01-21 04:59:19,Resolved,Eve
135,TCKT1135,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2024-12-02 17:22:00,Medium,Minor,2024-12-02 17:22:00,,In Progress,Eve
136,TCKT1136,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-13 04:58:39,High,Major,2025-02-13 04:58:39,,In Progress,Alice
137,TCKT1137,MobileApp,Bug issue in MobileApp,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-05 18:14:40,Low,Critical,2025-01-05 18:14:40,2025-01-05 20:14:40,Closed,Alice
138,TCKT1138,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-01-10 06:18:34,Critical,Critical,2025-01-10 06:18:34,2025-01-10 09:18:34,Closed,Alice
139,TCKT1139,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-01-09 22:20:28,Medium,Critical,2025-01-09 22:20:28,,In Progress,Alice
140,TCKT1140,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-09 20:29:27,Critical,Major,2025-01-09 20:29:27,2025-01-09 22:29:27,Resolved,Alice
141,TCKT1141,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-22 20:06:04,Critical,Minor,2025-02-22 20:06:04,,Open,Alice
142,TCKT1142,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-11 11:36:30,Low,Minor,2025-02-11 11:36:30,2025-02-11 13:36:30,Closed,Dana
143,TCKT1143,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-06 02:43:10,Medium,Critical,2024-12-06 02:43:10,,Open,Alice
144,TCKT1144,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-07 06:51:03,High,Critical,2024-12-07 06:51:03,2024-12-07 08:51:03,Resolved,Bob
145,TCKT1145,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-19 14:23:25,Critical,Major,2024-12-19 14:23:25,2024-12-19 19:23:25,Resolved,Charlie
146,TCKT1146,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in API integrations. Needs review and update.,Compliance Issue,2024-12-28 13:49:10,Critical,Major,2024-12-28 13:49:10,,Open,Eve
147,TCKT1147,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-09 23:37:35,Critical,Minor,2024-12-09 23:37:35,2024-12-10 02:37:35,Resolved,Eve
148,TCKT1148,UserPortal,Bug issue in UserPortal,Users are experiencing null pointer error when trying to upload files.,Bug,2025-01-02 15:25:50,Low,Minor,2025-01-02 15:25:50,,In Progress,Dana
149,TCKT1149,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-30 13:11:16,High,Minor,2024-12-30 13:11:16,,In Progress,Alice
150,TCKT1150,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-13 10:44:47,Low,Major,2025-01-13 10:44:47,2025-01-13 13:44:47,Resolved,Alice
151,TCKT1151,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-02 20:11:38,Low,Critical,2025-01-02 20:11:38,2025-01-02 21:11:38,Closed,Dana
152,TCKT1152,UserPortal,Performance Issue issue in UserPortal,System is responding slowly when users process transactions. Expected response time is 5 seconds but observed is 15.,Performance Issue,2024-12-03 16:39:55,Low,Minor,2024-12-03 16:39:55,2024-12-03 19:39:55,Resolved,Dana
153,TCKT1153,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2024-12-08 04:43:22,Medium,Minor,2024-12-08 04:43:22,2024-12-08 05:43:22,Resolved,Alice
154,TCKT1154,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2025-01-27 23:38:34,High,Major,2025-01-27 23:38:34,2025-01-28 04:38:34,Closed,Dana
155,TCKT1155,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-07 00:08:30,Medium,Minor,2024-12-07 00:08:30,2024-12-07 02:08:30,Resolved,Bob
156,TCKT1156,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-04 08:20:22,Medium,Critical,2024-12-04 08:20:22,2024-12-04 10:20:22,Resolved,Charlie
157,TCKT1157,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-15 20:50:10,High,Minor,2024-12-15 20:50:10,2024-12-15 21:50:10,Resolved,Dana
158,TCKT1158,MobileApp,Performance Issue issue in MobileApp,System is responding slowly when users retrieve reports. Expected response time is 3 seconds but observed is 10.,Performance Issue,2024-12-08 17:51:02,Low,Minor,2024-12-08 17:51:02,2024-12-08 20:51:02,Resolved,Dana
159,TCKT1159,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-22 04:54:14,Medium,Critical,2025-01-22 04:54:14,,Open,Charlie
160,TCKT1160,AnalyticsEngine,Compliance Issue issue in AnalyticsEngine,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2024-12-07 11:03:22,Medium,Minor,2024-12-07 11:03:22,2024-12-07 13:03:22,Resolved,Bob
161,TCKT1161,MobileApp,Bug issue in MobileApp,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2025-01-11 21:23:03,High,Minor,2025-01-11 21:23:03,,Open,Alice
162,TCKT1162,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-24 23:43:25,Low,Minor,2024-12-24 23:43:25,2024-12-25 04:43:25,Resolved,Alice
163,TCKT1163,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-06 06:43:08,Low,Critical,2025-02-06 06:43:08,2025-02-06 09:43:08,Resolved,Alice
164,TCKT1164,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-06 02:01:42,Medium,Critical,2025-01-06 02:01:42,,In Progress,Bob
165,TCKT1165,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to SQL injection vulnerability. Immediate investigation required.,Security Breach,2025-02-10 00:27:03,Low,Critical,2025-02-10 00:27:03,,In Progress,Eve
166,TCKT1166,AnalyticsEngine,Performance Issue issue in AnalyticsEngine,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-01-12 20:29:32,High,Critical,2025-01-12 20:29:32,2025-01-12 21:29:32,Resolved,Alice
167,TCKT1167,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-22 01:48:41,Critical,Major,2024-12-22 01:48:41,2024-12-22 05:48:41,Resolved,Charlie
168,TCKT1168,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-24 23:09:40,Medium,Critical,2025-02-24 23:09:40,2025-02-25 02:09:40,Closed,Eve
169,TCKT1169,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-07 03:08:40,High,Critical,2024-12-07 03:08:40,2024-12-07 06:08:40,Closed,Alice
170,TCKT1170,MobileApp,Compliance Issue issue in MobileApp,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-02-20 05:43:52,Medium,Minor,2025-02-20 05:43:52,2025-02-20 07:43:52,Closed,Bob
171,TCKT1171,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-01-12 20:04:33,High,Major,2025-01-12 20:04:33,2025-01-12 21:04:33,Resolved,Alice
172,TCKT1172,PaymentSystem,Bug issue in PaymentSystem,Users are experiencing 404 Not Found error when trying to access reports.,Bug,2024-12-09 10:36:24,Low,Major,2024-12-09 10:36:24,,In Progress,Bob
173,TCKT1173,AnalyticsEngine,Bug issue in AnalyticsEngine,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-01 16:58:01,Medium,Critical,2025-02-01 16:58:01,,In Progress,Charlie
174,TCKT1174,PaymentSystem,Compliance Issue issue in PaymentSystem,Incorrect configuration settings detected in server settings. Needs review and update.,Compliance Issue,2024-12-11 04:09:01,Low,Major,2024-12-11 04:09:01,,In Progress,Bob
175,TCKT1175,UserPortal,Compliance Issue issue in UserPortal,Incorrect configuration settings detected in user permissions. Needs review and update.,Compliance Issue,2025-01-17 16:58:25,Low,Minor,2025-01-17 16:58:25,,Open,Charlie
176,TCKT1176,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2024-12-24 06:35:47,Low,Critical,2024-12-24 06:35:47,,Open,Alice
177,TCKT1177,PaymentSystem,Performance Issue issue in PaymentSystem,System is responding slowly when users load dashboard. Expected response time is 2 seconds but observed is 8.,Performance Issue,2025-02-14 23:50:09,Low,Critical,2025-02-14 23:50:09,,In Progress,Charlie
178,TCKT1178,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-15 08:13:06,Medium,Major,2025-02-15 08:13:06,,In Progress,Bob
179,TCKT1179,PaymentSystem,Security Breach issue in PaymentSystem,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2024-12-22 17:52:22,Critical,Minor,2024-12-22 17:52:22,2024-12-22 22:52:22,Closed,Bob
180,TCKT1180,MobileApp,Bug issue in MobileApp,Users are experiencing 500 Internal Server error when trying to login.,Bug,2025-02-01 13:47:18,Medium,Critical,2025-02-01 13:47:18,,Open,Charlie
181,TCKT1181,UserPortal,Security Breach issue in UserPortal,Potential security risk detected related to weak password enforcement. Immediate investigation required.,Security Breach,2025-02-25 11:46:46,High,Critical,2025-02-25 11:46:46,,In Progress,Eve
182,TCKT1182,MobileApp,Security Breach issue in MobileApp,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2025-02-01 15:15:03,High,Critical,2025-02-01 15:15:03,2025-02-01 19:15:03,Closed,Charlie
183,TCKT1183,AnalyticsEngine,Security Breach issue in AnalyticsEngine,Potential security risk detected related to unauthorized access attempts. Immediate investigation required.,Security Breach,2024-12-18 09:17:05,High,Minor,2024-12-18 09:17:05,,In Progress,Bob
